Id,code,Category,Location,sku == Partcode,Costs,RingRoll,RingRollDiameter,Material,Weight,OuterDiameter,InnerDiameter,InnerCompFactor,OuterCompFactor,Viscosity,WallThickness,OrificeSize,ErpID,UnityMeasureType
477,STAR WASHERS WASHER14ST,6,190,WASHER14ST,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
478,PLUG CIRC2538,6,405,CIRC2538,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
479,CIR CLIPS CIRC2538,6,501,CIRC2538,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
525,PLUG BSP4HDP,6,405,BSP4HDP,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
526,PSEUDO CINCINATI C/B,5,0,PSEUDO CINCINATI C/B,0,0,0,,0,35,25,7.5,0,0,0,0,NULL,0
527,PSEUDO CINCINATI Collar,6,0,PSEUDO CINCINATI Collar,0,0,0,,0,35,25,0,8,0,0,0,NULL,0
276,ROD SEAL SEAL0613NMB,5,11,SEAL0613NMB,0,0,0,NULL,0,13,6,3,0,0,0,0,NULL,0
533,PSEUDONYM CR GAS CHAMBER 2.4,14,n/a,CR GAS CHAMBER 2.4,0,0,0,,0,0,0,3,0,0,0,0,NULL,0
517,PSEUDONYM CR GAS CHAMBER 1.7,14,n/a,CR GAS CHAMBER 1.7,0,0,0,,0,0,0,1.85,0,0,0,0,NULL,0
600,GRUB SCREW CONE POINT,6,105,SCSOC08M4,0,0,0,,0,6,4,0,0,0,0,0,NULL,0
624,ROD ROD22CSHCP/20,3,RACK 1,ROD22CSHCP/20,0,0,0,,0,22,0,0,0,0,0,0,NULL,0
625,SNAP RING MOD14SSSR,6,319,MOD14SSSR,0,0,0,,0,22.5,18.6,0,0,0,0,0,NULL,0
524,SEAL SEAL061003HECO,5,715,SEAL061003HECO,0,0,0,,0,10,6,3,0,0,0,0,NULL,0
501,ROD ROD08SS-NOHCP/M8-10mm,3,Rack 1,ROD08SS,0,0,0,0,0,8,0,0,0,0,0,0,NULL,0
531,SEAL POLY SEAL72410,5,220,SEAL72410,0,0,0,,0,24,10,7,0,0,0,0,NULL,0
57,OUTER BRG OUT823SS,5,111,OUT823SS,0,0,0,NULL,0,20,8.25,7,0,0,0,0,NULL,0
356,TUBE TUB14CS,2,Rack 1,TUB14CS,0,0,0,,0,28,24,0,0,0,0,0,NULL,0
782,ROD10SSHCP/M8/10MM,3,RACK 1,ROD10SSHCP,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
496,PSEUDONYM CR GAS CHAMBER 2.0,14,n/a,CR GAS CHAMBER 2.0,0,0,0,,0,0,0,2,0,0,0,0,NULL,0
535,ROD ROD10CSHCP/M10 15mm,,,,,,,,,,,,,,,,,
514,O-RING OR002515,4,105,OR002515,0,0,0,,0,5,3,1.5,0,0,0,0,NULL,0
519,TUBE TUB1210SS,2,Rack 1,TUB1210SS,0,0,0,,0,12,10,0,0,0,0,0,NULL,0
310,O-RING OR14,4,305,OR14,0,0,0,NULL,0,24,20,3.5,0,0,0,0,NULL,0
289,O-RING ORBS113AF70,4,630,ORBS113AF70,0,0,0,,0,19,14.5,2.5,0,0,0,0,NULL,0
482,PSEUDONYM Prefix TS,0,n/a,Prefix TS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
469,BCP BCP014BL,6,U4,BCP014BL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
386,ROD ROD06SSHCP,3,2,ROD06SSHCP,0,0,0,NULL,0,6,0,0,0,0,0,0,NULL,0
532,SEP PISTON PIS0618SEP,6,121,PIS0618SEP,0,0,0,,0,16,6,8.5,0,0,0,0,NULL,0
122,Eye Joint AA1600,7,26,AA1600,0,0,0,NULL,0,0,0,0,16,0,0,0,NULL,0
133,Eye Joint AE1300,7,9031,AE1300,0,0,0,NULL,0,0,0,0,13,0,0,0,NULL,0
499,MODEL 8 LOCKING NUT LARGE FOR RITESTAY ,5,119,LOCKNUTLRSSS,0,0,0,,0,40,14,0,12,0,0,0,NULL,0
185,Fork Joint  GS3200,7,10,GS3200,0,0,0,NULL,0,0,0,0,32,0,0,0,NULL,0
232,Ball Joint WS3000,7,23,WS3000,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
269,SEAL SEAL1020DL,5,210,SEAL1020DL,0,0,0,NULL,0,20,10,6.5,0,0,0,0,NULL,0
773,GLOS8-18 LOCKING SLEEVE SPRING,6,132,GLOS8-18LSS,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
153,Eye Joint AS1907,7,33,AS1907,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
537,O-RING OR10V VITON,4,207,OR10V,0,0,0,,0,20,15,2.5,0,0,0,0,NULL,0
774,GLOS8-18 LOCKING SLEEVE RIVET C/SINK HEAD,6,132,GLOS8-18LSRCH,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
613,PISTON PIS0618A 1WAY,1,23,PIS0618A,0,0,0,,0,16,6,6.5,0,0,0,0.5,NULL,0
162,Rose Joints ASPE2700,7,9035,ASPE2700,0,0,0,NULL,0,0,0,0,27,0,0,0,NULL,0
541,Ball Bearing BB316S,4,325,BB316S,0,0,0,,0,5,1,2,0,0,0,0,NULL,0
163,Rose Joints ASPE3000,7,n/a,ASPE3000,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
167,Rose Joints ASPN2700,7,9033,ASPN2700,0,0,0,NULL,0,0,0,0,27,0,0,0,NULL,0
540,PISTON PIS14A2WAY,1,320,PIS14A2WAY,0,0,0,,0,24,0,8,0,0,0,0.7,NULL,0
584,BAR0116SI,13,UNIT4 OFFICE,BAR0116SI,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
205,Ball Joint WE3000,7,97,WE3000,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
583,BAR0015SI,13,UNIT 4 OFFICE,BAR0015SI,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
585,BAR0375A,13,1,BAR0375A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
586,BAR1000A,13,1,BAR1000A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
587,BAR125A,13,1,BAR125A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
543,BAR15ALUM,13,1,BAR15ALUM,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
544,BAR1625L,13,1,BAR1625L,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
545,BAR175A,13,1,BAR175A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
546,BAR2020AL,13,1,BAR2020AL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
547,BAR20EN8M,13,1,BAR20EN8M,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
548,BAR25MS,13,1,BAR25MS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
549,BAR25SS,13,1,BAR25SS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
550,BAR30NYL,13,1,BAR30NYL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
551,BAR34LB,13,1,BAR34LB,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
539,SEAL VITON SEAL10V,,,,,,,,,,,,,,,,,
772,GLOS8-18 LOCKING SLEEVE ROCKER,6,131,GLOS8-18LSR,0,0,0,,0,0,0,0,16,0,0,0,NULL,0
215,Ball Joint WN2501,7,9035,WN2501,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
217,Ball Joint WN3001,7,9030,WN3001,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
218,Ball Joint WN3002,7,9036,WN3002,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
775,GLOS8-18 LOCKING SLEEVE RIVET DOME HEAD,6,132,GLOS8-18LSRDH,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
222,None M8,7,0,M8,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
175,Eye Joint As1600,7,19,As1600,0,0,0,NULL,0,0,0,0,16,0,0,0,NULL,0
225,Ball Joint WS2000,7,224,WS2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
777,ROD SEAL SEAL06134P,5,28,SEAL06134P,0,0,0,,0,13,6,4,0,0,0,0,NULL,0
227,Ball Joint WS2300,7,226,WS2300,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
228,Ball Joint WS2500,7,67,WS2500,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
233,Ball Joint WS3000A,7,9036,WS3000A,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
237,Ball Joint WS3530,7,77,WS3530,0,0,0,NULL,0,0,0,0,35,0,0,0,NULL,0
251,SEAL MB SEAL8163N,5,112,SEAL8163N,0,0,0,NULL,0,16,8,4,0,0,0,0,NULL,0
239,Ball Joint WUP3500,7,9032,WUP3500,0,0,0,NULL,0,0,0,0,35,0,0,0,NULL,0
500,"MODEL 8 BEARING HOUSING, RITESTAY",5,118,BRGHOURSSS,0,0,0,,0,16,8,13,3.5,0,0,0,NULL,0
240,Ball Joint WY2000,7,9031,WY2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
241,Ball Joint WY3000,7,9030,WY3000,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
536,OLIVE OLIVERSP,4,117,OLIVERSP,0,0,0,,0,15,8,1,0,0,0,0,NULL,0
202,Ball Joint WE2503,7,9036,WE2503,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
552,BAR35BMS,13,RACK 1,BAR35BMS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
553,BAR36SS,13,1,BAR36SS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
554,BAR37NYLW,13,1,BAR37NYLW,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
555,BAR38ALUM,13,1,BAR38ALUM,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
556,BAR44SS,13,RACK 2,BAR44SS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
557,BAR50BMS,13,1,BAR50BMS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
558,BAR58DIALB,13,1,BAR58DIALB,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
559,BAR60TS,13,1,BAR60TS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
560,BAR625A,13,1,BAR625A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
561,BAR875A,13,1,BAR875A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
562,BUSH1238NY,13,1,BUSH1238NY,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
563,CHAN12558A,13,1,CHAN12558A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
564,HEX0750MS,13,1,HEX0750MS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
565,HEX0875MS,13,1,HEX0875MS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
566,HEX112SS,13,1,HEX112SS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
567,HEX17MS,13,1,HEX17MS,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
568,"ROD1-1/2"" AL2011T3",13,RACK 1,"ROD1-1/2"" AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
569,"ROD1-3/8"" AL2011T3",13,2,"ROD1-3/8""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
570,ROD1-3/8AL(DO NOT USE - MERGE),13,RACK 2,ROD1-3/8AL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
571,"ROD1"" AL2011T3",13,RACK 1,"ROD1""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
573,ROD10NY6.6,13,RACK 2,ROD10NY6.6,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
577,ROD18EN1A,13,RACK 2,ROD18EN1A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
578,ROD22EN1A,13,RACK 2,ROD22EN1A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
580,ROD25EN1A,13,RACK 2,ROD25EN1A,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
581,ROD35SS304,13,RACK 1,ROD35SS304,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
588,ROD ROD10CSHCP/M10 20mm,,,,,,,,,,,,,,,,,
589,P/SLEEVE BUTTON WASHERPROMOD10PVC,6,proto,WASHERPROMOD10PVC,0,0,0,,0,0,0,0,10,0,0,0,NULL,0
487,ROD TUBE TUB10SS4/2mmExtended,3,Rack 1,TUB10SS4/2mmExtended,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
626,BRG HOUSING BRGHOUS1028,9,228,BRGHOUS1028,0,7.5,26,,0,24,10,18,0,0,0,0,NULL,0
615,OUTER BRG OUT22A,5,406,OUT22A,0,0,0,,0,34,22,23.5,0,0,0,0,NULL,0
614,VALVE BLOCK PORTBLK22,8,419,PORTBLK22,0,0,0,,0,38,8,88,0,0,0,0,NULL,0
616,INNER BRG IN22A,9,404,IN22A,0,0,0,,0,34,22,11,0,0,0,0,NULL,0
572,"ROD1"" AL2011T3(DO NOT USE-MERGE)",13,2,"ROD1""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
575,"ROD11/16""AL2011T3",13,2,"ROD11/16""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
574,ROD11/16-AL(DO NOT USE -MERGE),13,RACK 2,ROD11/16-AL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
451,PROTECTION SLEEVE PSTUB10SS,10,Rack 1,TUB10SS,0,0,0,,0,23,20,0,0,0,0,0,NULL,0
776,GLOS8-18 LOCKING SLEEVE TUBE,10,RACK 2,TUB10SS,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
576,"ROD13/16""AL2011T3",13,2,"ROD13/16""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
579,ROD22SS304,13,RACK 2,ROD22SS304,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
582,"ROD9/16""AL2011T3",13,2,"ROD9/16""AL2011T3",0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
509,SAFETY STAY TUBE STOP MOD8SSTS,6,127,MOD8SSTS,0,0,0,,0,0,0,0,6,0,0,0,NULL,0
203,Ball Joint WE2504,7,9030,WE2504,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
630,END BLOCK EB1038S10(NOON),12,634,EB1038S10-1MM,0,0,0,,0,24,4,27,6,0,0,0,NULL,0
631,NNER TUBE TUB10SS(NOON),11,Rack 1,TUB10SS,0,0,0,,0,23,20,14,0,0,0,0,NULL,0
644,ROD O-RING ORT100801V,4,625,ORT100801V,0,0,0,,0,10,8.5,1,0,0,0,0,NULL,0
647,OUTER BRG OUT1410IGUSCS,5,244,OUT1410IGUSCS,0,0,0,,0,24,10.5,6.5,0,0,0,0,NULL,0
654,PISTON PIS8A(6.5 thread),1,113,,,,,,,,,,,,,,,
648,VALVE BLOCK MOT1028VBCSM8,8,655,MOT1028VBCSM8,0,10.5,0,,0,14,2,0,19.5,0,0,0,NULL,0
649,END BLOCK MOT1028EBCSM8,12,661,MOT1028EBCSM8,0,0,0,,0,24,16,24,0,0,0,0,NULL,0
788,P/SLEEVE BUTTON PSB10SS304M83,6,239,PSB10SS304M83,0,0,0,,0,0,0,0,3,0,0,0,NULL,0
497,Cutdown Rose Joints ASPE3600  - 32mm CF,7,9000,Cutdown ASPE3600,0,0,0,,0,0,0,0,32,0,0,0,NULL,0
633,ROD ROD08SSHCP/M8-8mm,3,Rack 1,ROD08SSHCP/M8-8mm,0,0,0,,0,8,0,0,0,0,0,0,NULL,0
645,SEAL VITON SEAL10V,4,208,SEAL10V,0,0,0,,0,20,10,7,0,0,0,0,NULL,0
204,Ball Joint WE2505,7,32,WE2505,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
506,LOCK NUT M10 HNUTSSM8,6,127,HNUTSSM8,0,0,0,,0,0,0,0,5,0,0,0,NULL,0
507,SAFETY STAY CUP MOD8SSC,6,126,MOD8SSC,0,0,0,,0,0,0,0,16,0,0,0,NULL,0
641,PIN PIN08020,6,7101,PINS08020,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
646,VALVE BLOCK SV14SSM10 SS TEST POINT,8,BGS,SV14SSM10SSTEST,0,0,0,,0,28,24,18,27,0,0,0,NULL,0
638,VALVE BLOCK SV14SSM10STECK,8,BGS,SV14SSM10STECK,0,0,0,,0,24,2,18,23,0,0,0,NULL,0
639,SIDE VALVE VENT SCREW,6,BGS,SVVENTSCREW,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
653,PSEUDONYM Prefix GV,0,N/A,Prefix GV,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
39,PISTON PIS10A,1,213,PIS10A,0,0,0,NULL,0,20,0,8,0,0,0,0.7,NULL,0
636,PROTECTION SLEEVE TUB3834S,10,Rack 1,TUB3834S,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
452,VALVE BLOCK NEW10SV,8,202,SV10SSM8,0,0,0,,0,20,2,15,10,0,0,0,NULL,0
650,ROD ROD10SSHCP/M6,3,RACK 1,ROD10SSHCP/M6,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
652,SIDEVALVE  NEW10SV,8,244,SV10SSM6,0,0,0,,0,20,2,15,10,0,0,0,NULL,0
643,END BLOCK MO8EBSS8,8,9040,MO8EBSS8,0,0,0,,0,16,0.1,12,0,0,0,0,NULL,0
637,P/SLEEVE BUTTON PSB1028SS304M10,6,243,PSB1028SS304M10,0,0,0,,0,0,0,0,8,0,0,0,NULL,0
628,PISTON PIS102038SSV(NOON),1,632,PIS102038SSV-2MM,0,7,0,,0,20,0,38.5,0,0,0,0,NULL,0
629,ROD TUBE TUB10SS4/THREAD12MM,3,RACK 1,TUB10SS4/THREAD12MM,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
651,GRUB SCREW M4SOC6CO,6,105,M4SOC6CO,0,0,0,,0,0,0,0,0,0,0,0,NULL,0
454,ROD ROD10CSHCP,3,Rack 1,ROD10CSHCP,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
632,VALVE BLOCK VB08SS8,8,115,VB08SS8,0,0,0,,0,16,2,12,0,0,0,0,NULL,0
169,Rose Joints ASPS2700,7,79,ASPS2700,0,0,0,NULL,0,0,0,0,27,0,0,0,NULL,0
68,OUTER BRG OUT10IGUS,5,225,OUT10IGUS,0,0,0,NULL,0,20,10.5,7,0,0,0,0,NULL,0
174,Eye Joint AWN2500,7,9030,AWN2500,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
176,Fork Joint  GE2000,7,7,GE2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
790,ROD SEAL SEAL06V,5,10,SEAL06V,0,0,0,,0,13,6,4,0,0,0,0,NULL,0
640,SEAL SEAL1020DL (IN HOUS),,,,,,,,,,,,,,,,,
90,SPACER IN10S,9,223,IN10S,0,0,0,NULL,0,20,12,4.5,0,0,0,0,NULL,0
111,IGUS BEARING BRGIGUS0608,4,2,BRGIGUS0608,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
408,VALVE BLOCK VB06SS,8,25,VB06SS,0,0,0,NULL,0,13,2,9.5,0,0,0,0,NULL,0
93,SPACER IN06S,9,13,IN06S,0,0,0,NULL,0,13,8,4,0,0,0,0,NULL,0
108,IGUS BEARING BRGIGUS1012,4,200,BRGIGUS1012,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
123,Eye Joint AA1601,7,9030,AA1601,0,0,0,NULL,0,0,0,0,16,0,0,0,NULL,0
135,Eye Joint AE1600,7,20,AE1600,0,0,0,NULL,0,0,0,0,16,0,0,0,NULL,0
124,Eye Joint AA2000,7,9036,AA2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
210,Ball Joint WN1600,7,9035,WN1600,0,0,0,NULL,0,0,0,0,16,0,0,0,NULL,0
125,Eye Joint AA2600,7,9030,AA2600,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
367,TUBE TUB08SS,2,Rack 1,TUB08SS,0,0,0,NULL,0,18,16,0,0,0,0,0,NULL,0
789,SAFETY STAY TUBE STOP MOD10SSTS,6,229,MOD10SSTS,0,0,0,,0,0,0,0,6,0,0,0,NULL,0
793,PROTECTION SLEEVE BUTTON,6,659,PSBTS1028SS304,0,0,0,,0,0,0,0,5,0,0,0,NULL,0
792,VALVE BLOCK,8,660,VBTS1028SS304M8L,0,10.5,11.7,,0,14,2,0,19.5,0,0,0,NULL,0
126,Eye Joint AA2601,7,9030,AA2601,0,0,0,NULL,0,0,0,0,26,0,0,0,NULL,0
383,ROD ROD08SSHCP/M8-10mm,3,Rack 1,ROD08SSHCP/M8-10mm,0,0,0,NULL,0,8,0,0,0,0,0,0,NULL,0
390,VALVE BLOCK VB08SS,8,115,VB08SS,0,0,0,NULL,0,16,2,12,0,0,0,0,NULL,0
791,O-RING 061015V,4,3,OR061015V,0,0,0,,0,13,10,0,0,0,0,0,NULL,0
397,VALVE BLOCK VB14SS,8,323,VB14SS,0,0,0,,0,24,2,18,0,0,0,0,NULL,0
127,Eye Joint AA3000,7,9,AA3000,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
117,OUTER BRG BRG1038SS,5,633,BRG1038SS,0,0,0,NULL,0,34,10.5,20,0,0,0,0,NULL,0
436,END BLOCK EB1038S10,12,634,EB1038S10,0,0,0,,0,24,4,28,6,0,0,0,NULL,0
355,TUBE TUB14SS,2,Rack 1,TUB14SS,0,0,0,NULL,0,28,24,0,0,0,0,0,NULL,0
484,INNER TUBE TUB08SS,11,Rack 1,TUB08SS,0,0,0,,0,18,16,13,0,0,0,0,NULL,0
138,Eye Joint AE1901,7,31,AE1901,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
139,Eye Joint AE1906,7,9030,AE1906,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
184,Fork Joint  GS2000,7,196,GS2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
486,INNER TUBE TUB10SS,11,Rack 1,TUB10SS,0,0,0,,0,23,20,13,0,0,0,0,NULL,0
191,Ball Joint PLS4M6,7,187,PLS4M6,0,0,0,NULL,0,0,0,0,18,0,0,0,NULL,0
140,Eye Joint AE2000,7,9035,AE2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
485,ROD SEAL INNER SEAL10203N,4,212,SEAL10203N,0,0,0,NULL,0,20,10,3.5,0,0,0,0,NULL,0
193,Ball Joint WCE2501,7,179,WCE2501,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
141,Eye Joint AE2012,7,9035,AE2012,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
197,Ball Joint WE2202,7,9035,WE2202,0,0,0,NULL,0,0,0,0,22,0,0,0,NULL,0
784,O-RING VB OR107127S90,4,135,OR107127S90,0,0,0,,0,4,1.07,1.27,0,0,0,0,NULL,0
147,Eye Joint AL2305,7,195,AL2305,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
198,Ball Joint WE2203,7,6301,WE2203,0,0,0,,0,0,0,0,22,0,0,0,NULL,0
200,Ball Joint WE2501,7,72,WE2501,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
211,Ball Joint WN1800,7,9035,WN1800,0,0,0,NULL,0,0,0,0,18,0,0,0,NULL,0
212,Ball Joint WN1801,7,207,WN1801,0,0,0,NULL,0,0,0,0,18,0,0,0,NULL,0
213,Ball Joint WN2000,7,9030,WN2000,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
216,Ball Joint WN2502,7,9030,WN2502,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
219,Ball Joint WNM6,7,9032,WNM6,0,0,0,NULL,0,0,0,0,18,0,0,0,NULL,0
220,None M5,7,0,M5,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
148,Eye Joint AL2306,7,195,AL2306,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
150,Eye Joint AS1900,7,24,AS1900,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
152,Eye Joint AS1905,7,95,AS1905,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
154,Eye Joint AS2305,7,212,AS2305,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
155,Eye Joint AS2500,7,9032,AS2500,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
158,Eye Joint AS2705,7,219,AS2705,0,0,0,NULL,0,0,0,0,27,0,0,0,NULL,0
160,Eye Joint AS2710,7,80,AS2710,0,0,0,NULL,0,0,0,0,27,0,0,0,NULL,0
164,Rose Joints ASPE3600,7,89,ASPE3600,0,0,0,NULL,0,0,0,0,36,0,0,0,NULL,0
170,Rose Joints ASPS3600,7,45,ASPS3600,0,0,0,NULL,0,0,0,0,36,0,0,0,NULL,0
173,Rose Joints ASPY3600,7,9031,ASPY3600,0,0,0,NULL,0,0,0,0,36,0,0,0,NULL,0
180,Fork Joint  GE3201,7,21,GE3201,0,0,0,NULL,0,0,0,0,32,0,0,0,NULL,0
181,Fork Joint  GE3202,7,3,GE3202,0,0,0,NULL,0,0,0,0,32,0,0,0,NULL,0
186,Fork Joint  GS3201,7,15,GS3201,0,0,0,NULL,0,0,0,0,32,0,0,0,NULL,0
188,Fork Joint  GS4800,7,189,GS4800,0,0,0,NULL,0,0,0,0,48,0,0,0,NULL,0
783,O-RING OR08S1315,4,133,OR08S1315,0,0,0,,0,16,13,1.5,0,0,0,0,NULL,0
192,Ball Joint PLS4M8,7,154,PLS4M8,0,0,0,NULL,0,0,0,0,20,0,0,0,NULL,0
194,Ball Joint WCS2500,7,182,WCS2500,0,0,0,,0,0,0,0,25,0,0,0,NULL,0
195,Ball Joint WE1801,7,13,WE1801,0,0,0,NULL,0,0,0,0,18,0,0,0,NULL,0
795,ROD ROD10SSHCP/10mm/8MM,3,RACK 1,ROD ROD10SSHCP,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
129,Eye Joint AB15120,7,9036,AB15120,0,0,0,NULL,0,0,0,0,15,0,0,0,NULL,0
602,O-RING OR222803V,4,431,OR222803V,0,0,0,,0,34,28,3,0,0,0,0,NULL,0
361,ROD TUBE TUB1004SSHCP/Thread15mm,3,Rack 1,TUB1004SSHCP,0,0,0,,0,10,0,0,0,0,0,0,NULL,0
130,Eye Joint AB2300,7,9031,AB2300,0,0,0,NULL,0,0,0,0,23,0,0,0,NULL,0
131,Ball Joint ADKG M10,7,9036,ADKG M10,0,0,0,NULL,0,0,0,0,30,0,0,0,NULL,0
132,Ball Joint ADKG M8,7,9036,ADKG M8,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
196,Ball Joint WE1900,7,185,WE1900,0,0,0,NULL,0,0,0,0,19,0,0,0,NULL,0
449,BCP BCP08BL,6,U4,BCP08BL,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL,0
199,Ball Joint WE2500,7,9036,WE2500,0,0,0,NULL,0,0,0,0,25,0,0,0,NULL,0
317,O-RING OR10,4,222,OR10,0,0,0,NULL,0,20,15,2.5,0,0,0,0,NULL,0
362,TUBE TUB10SS,2,Rack 1,TUB10SS,0,0,0,NULL,0,23,20,0,0,0,0,0,NULL,0
798,MODEL 6 FRICTION LOCK GAS SPRING BEARING,9,129,BRGH1506$S$-GFL,0,0,0,,0,15,6,11,0,0,0,0,NULL,0
